created_at,LT,LB,KT,KM,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,URL,deskripsi,,,,,,,,,,,,
5-12-2021,487,450,6,3,,5,Pancoran Mas,SHM,2200,Utara,4000,https://www.rumah123.com/properti/depok/hos9286498/,Beli Rumah Bonus Ruko & Kontrakan di Pesona Kayangan Depok,,,,,,,,,,,,
5-12-2021,378,289,4,4,3,3,Sukmajaya,SHM,5500,Timur Laut,7000,https://www.rumah123.com/properti/depok/hos9286482/,Rumah Mewah di Pesona Khayangan Mungil Dekat Univ Indonesia dan Pesona Square,,,,,,,,,,,,
5-12-2021,400,226,5,4,2,1,Cinere,SHM,2200,Selatan,3600,https://www.rumah123.com/properti/depok/hos9286470/,"Rumah Mewah Full Furnish Marmer di Megapolitan Cinere, Depok.",,,,,,,,,,,,
5-12-2021,100,130,4,5,2,1,Cinere,SHM,2200,,1700,https://www.rumah123.com/properti/depok/hos9286474/,Rumah Baru 2 Lantai Dalam Komplek Akses 2 Mobil Selangkah Tol Krukut,,,,,,,,,,,,
5-12-2021,77,50,2,1,,1,Cinere,SHM,2200,,1100,https://www.rumah123.com/properti/depok/hos9286461/,Rumah dalam Perumahan Besar Lokasi Strategis,,,,,,,,,,,,
5-12-2021,1024,400,7,5,6,6,Limo,SHM,4400,,6500,https://www.rumah123.com/properti/depok/hos9286456/,Rumah plus paviliun dengan taman luas selangkah ke toll krukut Limo Depok bebas banjir,,,,,,,,,,,,
5-12-2021,1024,400,7,5,6,6,Cinere,SHM,5500,,6500,https://www.rumah123.com/properti/depok/hos9286406/,Rumah Mewah Tanah Luas Siap Huni Lingkungan Sejuk Akses 2 Mobil Selangkah Tol Krukut di Cinere,,,,,,,,,,,,
5-12-2021,120,103,4,2,,2,Cimanggis,SHM,2200,,1280,https://www.rumah123.com/properti/depok/hos9286394/,Rumah Strategis 2 Lantai Bebas Banjir Dekat LRT Cibubur,,,,,,,,,,,,
5-12-2021,100,130,4,4,2,2,Cinere,SHM,2200,,1700,https://www.rumah123.com/properti/depok/hos9286355/,Rumah baru 2 Lantai siap huni dalam komplek cinere- limo depok akses 2 Mobil bebas banjir,,,,,,,,,,,,
5-12-2021,151,180,3,3,1,1,Pancoran Mas,SHM,2200,Selatan,3500,https://www.rumah123.com/properti/depok/hos9286220/,Rumah 2 Lantai di Pesona Kayangan Margonda Depok,,,,,,,,,,,,
5-12-2021,885,600,7,4,2,2,Cimanggis,SHM,6600,,6500,https://www.rumah123.com/properti/depok/hos9286163/,"Rumah luas tanah besar, kolam renang dan taman luas, 10 menit dari tol Cibubur",,,,,,,,,,,,
5-12-2021,54,47,2,2,,,Tapos,SHM,,,498,https://www.rumah123.com/properti/depok/hos9286089/,Cluster Mewah Harga 1 Lantai Dapat 2 Lantai Harga Promo Dekat Tol Cimanggis dan Cijago,,,,,,,,,,,,
5-12-2021,50,36,2,1,,,Sawangan,SHM,,,260,https://www.rumah123.com/properti/depok/hos9286036/,Rumah Murah Dekat Stasiun dan Tol di Depok Sawangan.,,,,,,,,,,,,
5-12-2021,112,109,3,4,,,Sawangan,SHM,,,1700,https://www.rumah123.com/properti/depok/hos9286028/,Rumah 2 Lantai 2 Bangunan Gaya Art Deco di Kota Mandiri Baru,,,,,,,,,,,,
5-12-2021,60,80,2,1,,,Pancoran Mas,Lainnya,2200,,928,https://www.rumah123.com/properti/depok/hos9135196/,Rumah baru daerah depok jawa barat,,,,,,,,,,,,
5-12-2021,249,260,3,2,,,Bojong Sari,Lainnya,2200,,2500,https://www.rumah123.com/properti/depok/hos9249243/,Rumah bagus daerah reni jaya depok,,,,,,,,,,,,
5-12-2021,76,50,2,1,,1,Sawangan,SHM,1300,Timur,590,https://www.rumah123.com/properti/depok/hos9285519/,Cluster cantik cinangka pondok cabe harga all in biaya surat2,,,,,,,,,,,,
5-12-2021,66,45,2,1,1,1,Sawangan,SHM,1300,Timur,465,https://www.rumah123.com/properti/depok/hos9285440/,"Rumah dijual Murah Promo tanpa dp,Angsuran Ringan Dekat Gerbang Tol sawangan Depok",,,,,,,,,,,,
5-12-2021,50,36,2,1,,,Sawangan,SHM,,,260,https://www.rumah123.com/properti/depok/hos9285434/,Rumah Murah Dekat Stasiun dan Tol di Depok Sawangan.,,,,,,,,,,,,
5-12-2021,112,105,3,2,,1,Sawangan,SHM,2200,Timur,1650,https://www.rumah123.com/properti/depok/hos9285351/,Rumah Baru 2 Lantai Siap Huni di Sawangan Depok,,,,,,,,,,,,
5-12-2021,100,160,3,3,,1,Pancoran Mas,SHM,2200,Selatan,1190,https://www.rumah123.com/properti/depok/hos9285162/,Rumah Tanah Luas Strategis Cluster Dekat DTC Mall Dan Tol Desari Depok,,,,,,,,,,,,
5-12-2021,70,70,3,2,,2,Tapos,SHM,2200,,966,https://www.rumah123.com/properti/depok/hos9285123/,Rumah 2 Lantai Alexandria Premiere Pinggir Jalan Di Cimanggis Tapos Depok,,,,,,,,,,,,
5-12-2021,79,68,3,2,2,2,Bojong Sari,SHM,2200,,548,https://www.rumah123.com/properti/depok/hos9284984/,RUMAH 2 LANTAI HARGA 500 JUTAAN DEKET JALAN RAYA BOJONGSARI,,,,,,,,,,,,
5-12-2021,75,75,3,2,2,2,Pancoran Mas,SHM,2200,Timur,905,https://www.rumah123.com/properti/depok/hos9284903/,Rumah 2 lantai lokasi dalam Cluster dekat tol sawangan di mampang depok,,,,,,,,,,,,
5-12-2021,77,70,3,2,,2,Tapos,SHM,2200,,1020,https://www.rumah123.com/properti/depok/hos9284877/,Rumah 2 Lantai Alexandria Premiere Pinggir Jalan Di Cimanggis Tapos Depok,,,,,,,,,,,,
5-12-2021,120,100,3,2,,2,Beji,SHM,,,1500,https://www.rumah123.com/properti/depok/hos9284858/,Rumah 2 lantai lokasi premium di beji timur dekat kampus UI,,,,,,,,,,,,
5-12-2021,78,77,3,2,,2,Tapos,SHM,2200,,1030,https://www.rumah123.com/properti/depok/hos9284774/,Rumah 2 Lantai Alexandria Premiere Pinggir Jalan Di Cimanggis Tapos Depok,,,,,,,,,,,,
5-12-2021,105,75,2,1,,,Cimanggis,SHM,1300,,1150,https://www.rumah123.com/properti/depok/hos9284672/,Dijual rumah cantik Grand Depok city,,,,,,,,,,,,
5-12-2021,63,51,2,2,,2,Cimanggis,SHM,2200,Barat,795,https://www.rumah123.com/properti/depok/hos9284561/,"Hunian 2 Lantai Gaya Bali Lokasi Strategis 1,4 KM ke Gerbang Tol Cijago",,,,,,,,,,,,
5-12-2021,62,45,2,1,,1,Cipayung,SHM,2200,,490,https://www.rumah123.com/properti/depok/hos9284516/,Rumah mezzanine di Depok,,,,,,,,,,,,
5-12-2021,112,109,3,4,,,Sawangan,SHM,,,1700,https://www.rumah123.com/properti/depok/hos9284519/,Rumah 2 Lantai 2 Bangunan Gaya Art Deco di Kota Mandiri Baru,,,,,,,,,,,,
5-12-2021,71,61,3,2,,2,Cimanggis,SHM,2200,Barat,877,https://www.rumah123.com/properti/depok/hos9284494/,Hunian 2 Lantai Gaya Bali Lokasi 5 Menit Ke Tol Cibubur,,,,,,,,,,,,
5-12-2021,92,110,3,1,1,1,Cinere,SHM,2200,,1100,https://www.rumah123.com/properti/depok/hos9284498/,Rumah Minimalis Siap Huni Dalam Cluster Strategis Selangkah Tol Desari di Cinere,,,,,,,,,,,,
5-12-2021,96,130,4,3,,2,Pancoran Mas,SHM,2200,Selatan,1420,https://www.rumah123.com/properti/depok/hos9284453/,Rumah murah 2lantai dekat pintu tol sawangan,,,,,,,,,,,,
5-12-2021,63,61,3,2,,2,Pancoran Mas,SHM,2200,Barat,1040,https://www.rumah123.com/properti/depok/hos9284402/,Rumah 2 Lantai Lokasi SUPER STRATEGIS di Pusat Kota Depok Pinggir Jalan Margonda 7 Menit Ke Pintu Tol Margonda,,,,,,,,,,,,
5-12-2021,66,77,3,2,,1,Cimanggis,SHM,2200,,877,https://www.rumah123.com/properti/depok/hos9284377/,Rumah Townhouse 2 Lantai Almeria Premiere Cimanggis Di Pekapuran Depok,,,,,,,,,,,,
5-12-2021,65,58,3,2,,2,Sukmajaya,SHM,2200,Barat,700,https://www.rumah123.com/properti/depok/hos9284362/,Cluster 2 Lantai Fasilitas Lengkap di Sebrang TipTop Depok Lokasi 2 KM dari St. Depok Baru,,,,,,,,,,,,
5-12-2021,62,77,3,2,,1,Cimanggis,SHM,2200,,842,https://www.rumah123.com/properti/depok/hos9284314/,Rumah Townhouse 2 Lantai Almeria Premiere Cimanggis Di Pekapuran Depok,,,,,,,,,,,,
5-12-2021,104,120,2,2,,1,Cinere,SHM,3500,,1800,https://www.rumah123.com/properti/depok/hos9284309/,Rumah di kawasan strategis andara.dekat pintu tol desari,,,,,,,,,,,,
5-12-2021,110,70,3,1,,1,Cilodong,SHM,1300,,875,https://www.rumah123.com/properti/depok/hos9284297/,Rumah siap huni free biaya biaya di Kalimulya Depok,,,,,,,,,,,,
5-12-2021,64,55,3,2,,2,Sukmajaya,SHM,2200,Barat,789,https://www.rumah123.com/properti/depok/hos9284263/,Cluster Modern 2 Lantai di Jalan Merdeka Lokasi 7 Menit Ke Tol Margonda,,,,,,,,,,,,
5-12-2021,75,62,3,2,,1,Tapos,SHM,2200,Timur,832,https://www.rumah123.com/properti/depok/hos9284216/,Perumahan Palm Garden Rumah 2 Lantai Tanpa Uang Muka,,,,,,,,,,,,
5-12-2021,60,42,2,1,,,Tapos,SHM,1300,Timur,41,https://www.rumah123.com/properti/depok/hos9284207/,Rumah dekat tol cimanggis,,,,,,,,,,,,
5-12-2021,51,46,2,2,,2,Cimanggis,SHM,2200,Barat,485,https://www.rumah123.com/properti/depok/hos9284199/,Hunian 2 Lantai Gaya Scandinavian Dekat Tol Cibubur,,,,,,,,,,,,
5-12-2021,60,40,2,1,,1,Sawangan,SHM,1300,Timur,280,https://www.rumah123.com/properti/depok/hos9284181/,CLUSTER TERMURAH DI SAWANGAN KOTA DEPOK,,,,,,,,,,,,
5-12-2021,45,71,2,1,,1,Sawangan,SHM,1300,Selatan,350,https://www.rumah123.com/properti/depok/hos9284157/,CLUSTER TERMURAH DI SAWANGAN KOTA DEPOK,,,,,,,,,,,,
5-12-2021,85,72,3,2,,2,Sawangan,SHM,2200,,876,https://www.rumah123.com/properti/depok/hos9284129/,Perumahan Mewah 2 Lantai Sawangan Depok,,,,,,,,,,,,
5-12-2021,77,60,2,2,,2,Cilodong,SHM,2200,Barat,720,https://www.rumah123.com/properti/depok/hos9284128/,Rumah Keren 2 Lantai Banyak Bonus di Jl.Mandor Samin Cilodong Depok,,,,,,,,,,,,
5-12-2021,60,47,2,2,,1,Tapos,SHM,2200,,498,https://www.rumah123.com/properti/depok/hos9284043/,rumah murah 2 lantai,,,,,,,,,,,,
5-12-2021,50,36,2,1,,1,Sawangan,SHM,1300,Timur,250,https://www.rumah123.com/properti/depok/hos9284105/,Rumah Cluster Depok ,,,,,,,,,,,,
5-12-2021,70,50,2,1,,1,Sawangan,SHM,1300,Selatan,550,https://www.rumah123.com/properti/depok/hos9284029/,Rumah Cluster Siap Huni Depok,,,,,,,,,,,,
5-12-2021,62,63,3,2,1,1,Tapos,SHM,2200,,565,https://www.rumah123.com/properti/depok/hos9282874/,"Rumah Syariah 2 Lantai di Tapos, Depok, 3 KT, 2 KM, Harga 500Jtan",,,,,,,,,,,,
5-12-2021,66,77,3,2,,2,Cimanggis,SHM,2200,Utara,877,https://www.rumah123.com/properti/depok/hos9284003/,Hunian 2 lantai desain industrial modern harga ekonomis lokasi dekat tol cijago,,,,,,,,,,,,
5-12-2021,71,45,2,1,1,1,Sawangan,SHM,1300,Selatan,350,https://www.rumah123.com/properti/depok/hos9283993/,Rumah Cluster Siap Huni Depok,,,,,,,,,,,,
5-12-2021,71,51,2,2,,2,Sukmajaya,SHM,2200,Utara,826,https://www.rumah123.com/properti/depok/hos9283901/,Hunian 2 lantai desain menarik harga low budget lokasi dekat tol margonda,,,,,,,,,,,,
5-12-2021,71,71,3,2,,2,Beji,SHM,2200,Utara,920,https://www.rumah123.com/properti/depok/hos9283877/,"Rumah Cluster 2,5 Lantai Terbaik Berlokasi Strategis di Belakang Kampus UI - Depok",,,,,,,,,,,,
5-12-2021,63,61,3,2,,2,Pancoran Mas,SHM,2200,Barat,1040,https://www.rumah123.com/properti/depok/hos9283853/,Hunian Cantik 2 Lantai Design AmericanHouse Fasilitas Lengkap Lokasi 7 Menit Ke Tol Margonda,,,,,,,,,,,,
5-12-2021,81,51,2,2,,2,Sukmajaya,SHM,2200,Utara,896,https://www.rumah123.com/properti/depok/hos9283825/,Cluster minimalis 2 lantai harga ekonomis lokasi dekat staisun depok lama,,,,,,,,,,,,
5-12-2021,59,51,2,2,,2,Sukmajaya,SHM,2200,Barat,742,https://www.rumah123.com/properti/depok/hos9283828/,Hunian 2 Lantai Cantik Fasilitas Lengkap Lokasi 5 Menit Dekat Stasiun Depok Lama,,,,,,,,,,,,
5-12-2021,79,61,3,2,,2,Cimanggis,SHM,2200,Utara,933,https://www.rumah123.com/properti/depok/hos9283789/,Rumah di Radar Auri Cimanggis 2 Lantai Akses 2 Lantai Gratis Biaya-Biaya Dekat Pintu Tol Cibubur dan Cijago,,,,,,,,,,,,
5-12-2021,79,71,3,2,,2,Beji,SHM,2200,Utara,960,https://www.rumah123.com/properti/depok/hos9283764/,"Hunian 2,5 lantai harga ekonomis desain modern menarik lokasi dekat tol beji kukusan",,,,,,,,,,,,
5-12-2021,88,71,3,2,,2,Beji,SHM,2200,Barat,1070,https://www.rumah123.com/properti/depok/hos9283731/,"Hunian Modern 2,5 Lantai Fasilitas Lengkap Lokasi 2 KM Dari Stasiun Pondok Cina",,,,,,,,,,,,
5-12-2021,51,46,2,2,,2,Cimanggis,SHM,2200,Utara,485,https://www.rumah123.com/properti/depok/hos9283934/,Hunian minimalis scandinavia harga termurah lokasi bebas banjir dekta tol cibubur,,,,,,,,,,,,
5-12-2021,64,75,3,2,,2,Cimanggis,SHM,2200,Utara,810,https://www.rumah123.com/properti/depok/hos9283706/,Cluster 2 lantai desain menarik harga ekonomis lokasi dekat tol cijago,,,,,,,,,,,,
5-12-2021,63,51,3,2,,2,Cimanggis,SHM,2200,Barat,795,https://www.rumah123.com/properti/depok/hos9283677/,"Hunian 2 Lantai Gaya Bali Lokasi Strategis 1,4 KM ke Gerbang Tol Cijago",,,,,,,,,,,,
5-12-2021,70,46,2,2,,2,Cimanggis,SHM,2200,Utara,580,https://www.rumah123.com/properti/depok/hos9283676/,Rumah 2 lantai desain scandinavia harga termurah lokasi dekat tol cibubur,,,,,,,,,,,,
5-12-2021,47,46,2,2,,2,Cimanggis,SHM,2200,Barat,465,https://www.rumah123.com/properti/depok/hos9283641/,Cluster Design Scandinavian 2 lantai Fasilitas Lengkap di Cibubur,,,,,,,,,,,,
5-12-2021,55,47,2,2,,1,Tapos,SHM,2200,Barat,498,https://www.rumah123.com/properti/depok/hos9283637/,Rumah murah di Cilangkap Tapos Depok Desain Mewah Minimalis,,,,,,,,,,,,
5-12-2021,82,42,2,1,,1,Beji,SHM,1300,,810,https://www.rumah123.com/properti/depok/hos9283591/,Cluster nyaman strategis dkt gate tol kukusan,,,,,,,,,,,,
5-12-2021,120,105,3,3,,2,Cinere,SHM,2200,,1970,https://www.rumah123.com/properti/depok/hos9283572/,Cluster strategis murah best area Cinere dkt tol gate andara,,,,,,,,,,,,
5-12-2021,50,36,2,1,,,Sawangan,SHM,,,260,https://www.rumah123.com/properti/depok/hos9283522/,Rumah Murah Dekat Stasiun dan Tol di Depok Sawangan.,,,,,,,,,,,,
5-12-2021,112,109,3,4,,,Sawangan,SHM,,,1700,https://www.rumah123.com/properti/depok/hos9283506/,Rumah 2 Lantai 2 Bangunan Gaya Art Deco di Kota Mandiri Baru,,,,,,,,,,,,
5-12-2021,54,47,2,2,,,Tapos,SHM,,,498,https://www.rumah123.com/properti/depok/hos9283499/,Cluster Mewah Harga 1 Lantai Dapat 2 Lantai Harga Promo Dekat Tol Cimanggis dan Cijago,,,,,,,,,,,,
4-12-2021,60,62,3,2,,,Tapos,SHM,2200,,565,https://www.rumah123.com/properti/depok/hos9283420/,Rumah Premium 2 Lantai Harga Promo di Kota Depok,,,,,,,,,,,,
4-12-2021,65,54,3,2,,2,Cimanggis,SHM,2200,Utara,665,https://www.rumah123.com/properti/depok/hos9282873/,Rumah Skandinavia 2Lantai Harga 1Lantai,,,,,,,,,,,,
4-12-2021,55,47,2,2,,1,Tapos,SHM,2200,Barat,498,https://www.rumah123.com/properti/depok/hos9283323/,"TERMURAH, Rumah DIjual Tapos Depok Bukit Cilangkap Hasanah",,,,,,,,,,,,
4-12-2021,50,36,2,1,1,1,Sawangan,SHM,1300,Timur,235,https://www.rumah123.com/properti/depok/hos9283319/,Rumah paling murah di Depok,,,,,,,,,,,,
4-12-2021,66,45,2,1,1,1,Sawangan,SHM,1300,Timur,335,https://www.rumah123.com/properti/depok/hos9283314/,Rumah murah di Depok,,,,,,,,,,,,
4-12-2021,50,36,2,1,1,1,Sawangan,SHM,1300,Utara,235,https://www.rumah123.com/properti/depok/hos8511616/,Rumah sawangan depok,,,,,,,,,,,,
4-12-2021,185,140,3,3,,1,Pancoran Mas,SHM,2200,,610,https://www.rumah123.com/properti/depok/hos9283193/,jual rumah mewah rumah dijual butuh,,,,,,,,,,,,
4-12-2021,880,400,5,1,,7,Cinere,SHM,3300,Selatan,9000,https://www.rumah123.com/properti/depok/hos9283168/,Rumah Halaman Luas Pondok Labu Cocok Untuk Mini Cluster,,,,,,,,,,,,
4-12-2021,74,60,3,2,,2,Cimanggis,SHM,2200,Utara,736,https://www.rumah123.com/properti/depok/hos9282905/,Rumah Dp Rendah di Tapos Cimanggis Depok.,,,,,,,,,,,,
4-12-2021,335,300,4,3,2,2,Cinere,SHM,10000,,4800,https://www.rumah123.com/properti/depok/hos9282679/,Rumah megah komplek elite cinere segera survey yuk,,,,,,,,,,,,
4-12-2021,83,100,3,2,,2,Sawangan,SHM,2200,,1000,https://www.rumah123.com/properti/depok/hos9282536/,Rumah Second Masih Bagus Semi Furnish dekat Pintu Tol sawangan,,,,,,,,,,,,
4-12-2021,84,50,2,1,,1,Limo,SHM,1300,Utara,650,https://www.rumah123.com/properti/depok/hos9282493/,Rumah Murah Limo Depok,,,,,,,,,,,,
4-12-2021,66,56,3,2,,1,Cimanggis,SHM,2200,,845,https://www.rumah123.com/properti/depok/hos9282432/,Rumah Cantik Bernuansa Bali Di Cibubur,,,,,,,,,,,,
4-12-2021,94,56,3,2,,1,Cimanggis,SHM,2200,,1050,https://www.rumah123.com/properti/depok/hos9282423/,Rumah Cantik Nuansa Bali Di Cibubur,,,,,,,,,,,,
4-12-2021,120,103,3,2,,2,Cimanggis,SHM,2200,Utara,1280,https://www.rumah123.com/properti/depok/hos9199317/,Brand New House dalam Komplek Kav Pertamina Belakang LRT Cibubur,,,,,,,,,,,,
4-12-2021,65,46,2,2,,1,Cimanggis,SHM,2200,Timur,555,https://www.rumah123.com/properti/depok/hos9282246/,Dijual Rumah 2lantai Minimalis Scandinavian,,,,,,,,,,,,
4-12-2021,80,80,2,2,,,Cilodong,SHM,900,,320,https://www.rumah123.com/properti/depok/hos9282169/,DIJUAL KONTRAKAN 2 PINTU FULL TERISI YG NGONTRAK MASUK MOBIL,,,,,,,,,,,,
4-12-2021,79,115,2,1,1,1,Sukmajaya,SHM,,,750,https://www.rumah123.com/properti/depok/hos9282144/,Rumah di Depok Timur,,,,,,,,,,,,
4-12-2021,72,45,2,1,,1,Cimanggis,SHM,,,1000,https://www.rumah123.com/properti/depok/hos9281989/,PERUMAHAN NUANSA PERMAI DEPOK,,,,,,,,,,,,
4-12-2021,40,40,2,1,,,Cipayung,SHM,1300,Timur,195,https://www.rumah123.com/properti/depok/hos9282087/,rumah semi minimalis manis harga ekonomis di citayam #RumahMurah,,,,,,,,,,,,
4-12-2021,50,50,2,1,,,Cipayung,SHM,1300,Selatan,185,https://www.rumah123.com/properti/depok/hos9270596/,rumah semi minimalis dua kamar siap huni di citayam lokasi strategis dan asri,,,,,,,,,,,,
4-12-2021,100,15,3,3,1,1,Cinere,SHM,3500,,1750,https://www.rumah123.com/properti/depok/hos9281799/,Dijual cepat rumah bagus siap huni,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE:,- lokasi yang kami gunakan hanya per kecamatan,,,,,,,,,,,,,,,,,,,,,,,,
,-harga yang kami gunakan adalah per satuan juta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
