created_at,LT,LB,KT,KM,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,URL,deskripsi,,,,,,,,,,,,
06-12-2021,78,45,2,1,1,,Kabupaten Bekasi,SHM,1300,,500153000,https://rumahdijual.com/11762010,"Lokasi dekat Tol Grand Wisata, dekat pasar, Rumah sakit dan Sekolah. Dapatkan Rumah Nuansa Bali kualitas REAL ESTATE:- Dekat dengan pasar tradisional - Bebas Banjir - Dekat Pusat Pembelanjaan",,,,,,,,,,,,
06-12-2021,91,90,4,4,1,1,Kota Bekasi,SHM,2200,,1667000000,https://www.99.co/id/properti/rumah-cantik-lebar-7-siap-huni-new-cluster-mulberry-summarecon-bekasi-31344508740,"Cluster MULBERRY, Summarecon Bekasi, Bekasi Utara, LT. 91 m2 (7x17), LB. 93 m2, KT 3+1 KM 3+1, 2 Lantai, 1 carport berkanopi 1 garasi, 2200W, Di lengkapi gorden Fasilitas dalam cluster: Sistem Cluster one gate system dengan security 24 jam, Swimming Pool Anak Dewasa, Private Club House, Taman dalam cluster, Children Playground, Jogging Track, Fasilitas dalam kawasan: Sekolah BPK Penabur Al Azhar, Aneka Kursus mulai dari YAMAHA, Purwacaraka, English First, Wishing Star, dll, Bank BCA, Mandiri, BNI, BTN, BRI, Permata, NISP, dll lengkap, SINPASA Pasar Bersih Modern, Pusat Kuliner La Terazza, Downtown Walk, dll, Aneka Restaurant seperti Mang Engking, McDonald, Seribu, Harga Mulai Dari Rp 1.667.000.000",,,,,,,,,,,,
06-12-2021,110,135,3,2,,1,Kota Bekasi,SHM,2200,Utara,1175000000,https://www.99.co/id/properti/rumah-siap-huni-di-green-ara-residence-harapan-indah-bekasi-67686580144,"Rumah cantik sangat siap huni dg kondisi terawat, Rumah 2 lantai, Hadap Utara di Cluster Balsa, rumah sudah full renovasi dan semi furnished tinggal bawa koper saja harga di bawah harga pasar, ROW jalan besar. Sertifikat Hak Milik, Bonus AC Gordyn Kitchen set, Listrik 2.200 VA, Cash atau KPR bisa dibantu",,,,,,,,,,,,
06-12-2021,200,293,6,4,1,1,Kota Bekasi,SHM,5500,,4500000000,https://www.99.co/id/properti/rumah-mewah-harga-murah-3-lantai-fully-furnished-di-perumahan-terbaik-di-area-jatibening-bekasi-83923536687,"Jual cepat rumah mewah harga murah , 3 Lantai, Fully Furnished di Perumahan Terbaik di area Jatibening, Bekasi. Open Price 4,5 M. - Nego sampai deal!, Details : Lt/Lb : 200/293, Bedrooms : 6, Bathrooms : 4, Daya Listrik : 5.500 Watt, Garasi mobil : 1 Mobil, Carport : 1 Mobil, Kondisi : Fully Furnished, Sertifikat : IMB SHM, Fasilitas di Kompleks Perumahan: Swimming Pool, Jogging Track, Lapangan Tennis, Barbeque Park, Security 24 jam",,,,,,,,,,,,
06-12-2021,153,180,5,4,1,1,Kabupaten Bekasi,SHM,4400,,1300000000,https://www.rumah123.com/properti/bekasi/hos9291411/,"Di lelang Tidak Bergerak, Tanah berikut bangunan, SHM NO. 2400, tanggal 2 Juli 2015, Luas : 153 m2, Lokasi : Perumahan Metland Tambun Cluster The Platinum Type Gold, Blok J 2 No. 5 Desa Cibuntu, Kec. Cibitung Kab. Bekasi, Provinsi Jawa Barat",,,,,,,,,,,,
06-12-2021,200,250,4,3,1,1,Kota Bekasi,SHM,2200,Selatan,2300000000,https://www.rumah123.com/properti/bekasi/hos9251067/,"Dijual cepat harga BU !!, rumah mewah dalam cluster eksklusif di harapan indah regency, One gate sistem dg security 24 jam, Row jalan besar bisa 3-4mobil, Bebas banjir, Lokasi terdepan dan strategis dekat dengan clubhouse harapan indah, sentra kuliner, rumah ibadah, rumah sakit, bank , settle busway dan pasar .",,,,,,,,,,,,
06-12-2021,144,144,3,3,,,Kota Bekasi,SHM,2200,,2100000000,https://www.rumah123.com/properti/bekasi/hos9255903/,"Dijual cepat Rumah termurah rapih siap huni di cluster asera harapan indah bekasi, Hunian aman nyaman Keamanan one gate sistem, Fasilitas di cluster sport club dan kolam renang., Dekat ke eka hospital Dekat ke transera water park Dekat ke sekolah Dekat ke pom bensin Dekat ke pasar modern",,,,,,,,,,,,
06-12-2021,110,135,3,2,,,Kota Bekasi,SHM,2200,,1170000000,https://www.rumah123.com/properti/bekasi/hos7756547/,"Dijual cepat jual rugi !!!, rumah cantik sangat siap huni dg kondisi terawat, Rumah 2 lantai, Hadap Utara di Cluster Balsa, rumah sudah full renovasi dan semi furnished tinggal bawa koper saja harga di bawah harga pasar, ROW jalan besar., Sertifikat Hak Milik, 
Bonus AC Gordyn Kitchen set, Listrik 2.200 VA, Cash atau KPR bisa dibant",,,,,,,,,,,,
06-12-2021,60,60,1,1,,1,Kota Bekasi,SHM,1300,Timur,430000000,https://www.rumah123.com/properti/bekasi/hos9291561/,"Rumah dijual BU di Bekasi Timur Bisa KPR Bank Syariah Tanpa Riba, 1 kamar tidur, 1 Kamar Mandi, 1 Carport, Listrik 1300 watt, Surat SHM on Hand, Full renov, Spesifikasi bangunan:, Pondasi : Batu kali+cakar ayam, Tembok: Hebel plester/cat tembok., Lantai: Granit, Kamar mandi mewah., Rangka atap: Baja ringan, Atap: Baja ringan., Kanopi: baja ringan atap spandek, Urugan: Sirtu, Kelebihan perumahan: Security 24 jam, Design Rumah Minimalis, Bebas Banjir
",,,,,,,,,,,,
06-12-2021,94,102,3,2,2,1,Kota Bekasi,SHM,2200,,950000000,https://www.rumah123.com/properti/bekasi/hos9289708/,"Kodau Jatiwarna pondok gede, Rumah 2 lantai paling murah, Harga 950jt,  Cocok untuk hunian dan investasi, Unit terbatas hanya 14 unit, Lokasi strategis dekat Jakarta, Dekat sekolah, rumah sakit, mall, Dekat sarana ibadah, restoran, Dekat SPBU dan bank, Dekat pasar tradisional Kecapi, Dekat pintu tol Jatiwarna, Keamanan 24 Jam, Dekat angkutan umum, Ready Stock/Siap Huni",,,,,,,,,,,,
06-12-2021,54,84,2,1,1,1,Kabupaten Bekasi,SHM,1300,Timur,650000000,https://www.rumah123.com/properti/bogor/hos9293119/,"terletak dalam 2 wilayah berdekatan kabupaten bogor dan kabupaten bekasi,  dekat kawasan industri MM2100, Dekat Gerbang TOl (narogong, Jatikarya), Dekat Wisata Taman Buah Mekar sari, Harga: 650Juta (nego sampai jadi)",,,,,,,,,,,,
05-12-2021,90,80,2,1,1,1,Kota Bekasi,SHM,2200,Selatan,890000000,https://www.rumah123.com/properti/bekasi/hos9286245/,"Lokasi strategis aman asri tenang, security 24 jam, Bebas banjir, Dekat angkutan, Dekat Pasar, Dekat stasiun cakung, Dekat Sekolahan, Dekat Akses toll Bintara",,,,,,,,,,,,
05-12-2021,72,36,2,1,,,Kabupaten Bekasi,SHM,2200,Timur,330000000,RUMAH FRESH MANIS SIAP HUNI di Taman Wanasari Indah Cibitung - Dijual: Rumah & Apartemen - 849215260 (olx.co.id),"Akses Dekat :* Sekolahan, * Rumah Sakit, * Tempat Ibadah, * Pusat Keramaian, * Tol , dll, Harga Rp 330.000.000 ,- Negoo",,,,,,,,,,,,
05-12-2021,60,90,3,2,,1,Kota Bekasi,SHM,2200,,725000000,https://www.realoka.com/181278-perumahan-bintara-jaya-village-bjv4,"Selling Point : 1 km dari pintu tol Pd kelapa, terbukti bebas banjir, lingkungan asri aman nyaman, legalitas SHM+IMB, rumah indent 3 Bulan
Spesifikasi : Luas tanah : 60, luas bangunan : 90, kamar tidur : 3, kamar mandi : 2, carport : 1 mobil, listrik : 2200 watt, air : tanah/jet pump
Cara Pembayaran : Harga Mulai 750 jt, cash Bertahap, KPR BTN BSI",,,,,,,,,,,,
05-12-2021,63,45,2,1,,1,Kota Bekasi,SHM,1300,Timur,682000000,https://www.rumah123.com/properti/bekasi/hos9286182/,"5 menit Tol JORR Jatiasih, Dekat Pasar Jatiasih, 15 menit Mall Galaxy Park, 10 menit McDonald, KFC, Pizza Hut, 10 menit Perbankan, Dekat ke Sekolahan,",,,,,,,,,,,,
05-12-2021,102,80,3,2,1,1,Kota Bekasi,SHM,,,895000000,https://www.rumah123.com/properti/bekasi/hos9286032/,"Lokasi strategis lingkungan aman rumah nyaman baru renovasi bebas banjir,dekat sekolahan dekat tempat pembelajaan,supermarket,dll,harga rumah nego bisa kpr dan cash proses kami bantu sampai selesai",,,,,,,,,,,,
05-12-2021,84,168,4,3,,1,Kota Bekasi,SHM,2200,Barat,1400000000,https://www.rumah123.com/properti/bekasi/hos9285927/,"Rumah siap huni bawa koper FULL FURNISH harga di BAWAH APPRAISAL nempel Summarecon Tytyan kencana Bekasi, Air : Jet pump, Keunggulan; Selangkah ke summarecon bekasi, 5 menit Stasiun bekasi, Deket pusat kuliner, Dekat toll bekasi barat",,,,,,,,,,,,
05-12-2021,60,60,1,1,,1,Kota Bekasi,SHM,1300,Timur,450000000,https://www.rumah123.com/properti/bekasi/hos9285919/,"Rumah di Taman Harapan Baru, lokasi strategis, fasiltas pertokoan, kuliner, kolam renang dan arena badminton, sarana ibadah, dll. Dekat ke Harapan Indah, Pondok Ungu. Dekat ke Plaza THB (Superindo).",,,,,,,,,,,,
05-12-2021,112,120,3,2,1,1,Kabupaten Bekasi,SHM,2200,Selatan,1100000000,https://www.rumah123.com/properti/bekasi/hos9285580/,"Dijual rumah 2 lantai siap huni dalam cluster khusus muslim,teruji bebas banjir aman dan nyaman cocok untuk hunian keluarga karena lingkungan yang asri,dekat dengan sarana pendidikan, rumah sakit, kuliner, pasar modern,tip top,dan akses tol grand wisata.",,,,,,,,,,,,
05-12-2021,72,72,2,1,1,1,Kabupaten Bekasi,SHM,1300,,200000000,https://www.rumah123.com/properti/bekasi/hos9285376/,"Rumah BEBAS BANJIR harga 200 jt nego , luas tanah 72 m CASH, Sistem one gate system dan keamanan 24 jam, penghuni tidak perlu khawatir dengan kenyamanan dan keamanan tinggal di sini. Jalanan di perumahan ini sudah berbentuk paving block dan cukup lebar, sehingga dapat dilalui dua mobil dari arah berlawanan secara bersamaan. Dekat dengan fasilitas umum dan lingkungan aman nyaman dan sudah ramai penduduk nya",,,,,,,,,,,,
05-12-2021,84,168,4,3,,1,Kota Bekasi,SHM,2200,Barat,1400000000,https://www.rumah123.com/properti/bekasi/hos9285927/,"Rumah siap huni dengan akses mudah, 5 menit Stasiun bekasi, dekat pusat kuliner, dekat toll bekasi barat, dekat toll becak kayu, hunian nyaman dan aman, dikelilingi sekolahan favorit",,,,,,,,,,,,
05-12-2021,100,112,2,2,1,1,Kota Bekasi,SHM,1300,Selatan,750000000,https://www.rumah123.com/properti/bekasi/hos9285628/,"Lingkungan perumahan komplek, lokasi strategis aman asri tenang, security 24 jam, dekat RS. Hermina Grand Wisata, dekat ke pintu Tol Grand Wisata, dekat Pasar Tradisional, dekat Sekolah Negri dan Swasta Ternama",,,,,,,,,,,,
